fz,pn_lot,item_name,okpd2_code,ktru_code,drug_purchase_object
44fz,0369100004923000142_,"Предварительный медицинский осмотр Приказ МЗ РФ №29н от 28.01.2021г. раздел IV п.4.4, раздел V п. 5.1 Мужчины старше 40 лет",86.21.10.110,,
44fz,0573500000123000355_,"Гайка М6х1,0мм, оцинкованная, кг",25.94.11.110,,
223fz,32313148706_1,Книга учета 192 листа в клетку,17.23.13.110,,
223fz,32312104832_1,Клейкие закладки пластиковые,22.29.25.000,,
223fz,32312088641_1,Медицинбол 5 кг.,32.30.15.231,,
223fz,32211348632_1,Бумажный скотч (малярный),22.29.21.000,,
223fz,32312172548_1,Труба ПВХ 110*1000,22.21.29.110,,
223fz,32312085229_1,Бакалея ( прочая продукция),10.84.23.120,,
223fz,32312615987_1,,16.10.10.110,,
223fz,32211561279_1,"Манометр котловой ТМ − 810 Р.00 (0–2,5МПа) M20×1,5. 1,5",26.51.52.130,,
223fz,32312907817_1,Блокнот А5,17.23.13.191,,
223fz,32312230076_1,"Стикер с клеевым краем, желтый",17.23.11.150,,
223fz,32313026757_1,Лоток для бумаг горизонтальный,22.29.25.000,,
223fz,32312386061_1,,35.12.10.120,,
223fz,32211827979_1,Папка-конверт на кнопке,22.29.25.000,,
223fz,32211348632_1,Пружины для переплета пластиковые 10 мм белые,22.29.25.000,,
223fz,32312373584_1,,20.52.10.190,,
223fz,32312230076_1,Нить прошивная лавсановая,13.10.85.119,,
223fz,32312287445_1,,22.29.25.000,,
223fz,32312095188_1,Договор на поставку канцелярских товаров и бумаги,25.71.11.120,,
223fz,32312869946_1,Зажимы для бумаг  Тип 2,22.29.25.000,,
223fz,32312401863_1,Сердце говяжье,10.11.31.140,,
223fz,32211465598_1,,63.11.11.000,,
223fz,32312230076_1,Краски акварельная,20.30.23.110,,
223fz,32312823210_1,Порошок стиральный для автоматических стиральных машин,20.41.32.121,,
223fz,32312036382_1,Скобы для степлера №23/23  оцинкованные,25.99.23.000,,
223fz,32211266923_1,,90.02.12.000,,
223fz,32211664120_1,Овощи и фрукты,01.13.43.110,,
223fz,32312969405_1,,25.94.11.130,,
223fz,32211671008_1,Бакалея (прочая продукция),10.39.16.000,,
223fz,32313148706_1,Обложка для переплета А3,17.23.13.130,,
223fz,32312234673_1,Кнопки силовые гвоздики 25 уп.,25.99.23.000,,
223fz,32211416093_1,Поставка продуктов питания (котлетное мясо) для нужд ГАУЗ «Брянская городская больница №4» во 2 полугодии 2022 г.,10.11.11,,
223fz,32312357808_1,Маркер выделительный,32.99.12.120,,
223fz,32312384223_1,Бюллетень экспериментальной биологии и медицины,58.14.19.000,,
223fz,32312674734_1,альбом для рисования,17.23.13.192,,
223fz,32312049481_1,Карманы самоклеящиеся,22.29.25.000,,
223fz,32211710238_1,колбаса варённая мясная,10.13.14.111,,
223fz,32312232795_1,"Карандаш механический.  Должен иметь в зоне захвата черный резиновый держатель с горизонтальными бороздками .Карандаш должен иметь параметры корпуса длина — 140 мм, диаметр — 8 мм. Материал корпуса:  пластик. Диаметр грифеля: не менее 0.5 мм и не более 0,55 мм.",32.99.12.130,,
223fz,32312232795_1,"Степлер. Должен быть настольным, эргономичного дизайна с металлическим механизмом. Должен быть выполнен из металла и пластика черного цвета с противоскользящей прорезиненной вставкой.",25.99.22.130,,
223fz,32312969405_1,,25.94.12.120,,
223fz,32312944529_1,,25.94.11.110,,
223fz,32312907817_1,Зажимы для бумаг 32 мм,25.99.23.000,,
223fz,32312218540_1,Поставка канцелярских товаров для нужд краевого государственного автономного учреждения Краевой центр молодёжных инициатив,22.21.42.120,,
223fz,32313026757_1,Бумага цветная двухсторонняя,17.12.14.120,,
223fz,32211662440_1,Поставка мебели для общежитий студгородка,31.01.11.150,,
223fz,32312785739_1,,32.99.13.123,,
223fz,32211068266_1,Поставка канцелярских товаров  для региональных филиалов Макрорегиона Сибирь  и филиала ОЦО г. Новосибирск ПАО Ростелеком,46.49.23.000,,
223fz,32312220900_1,Стол массажный с электроприводом,32.50.50.190,,
223fz,32312191252_1,Поставка канцелярских товаров,17.23.1,,
223fz,32211601017_1,Поставка упаковочного материала,22.22,,
223fz,32211104964_1,Поставка канцелярских товаров для нужд Федерального бюджетного учреждения здравоохранения Центр гигиены и эпидемиологии в Камчатском крае,32.99.12,,
223fz,32211664120_1,Овощи и фрукты,01.23.12.000,,
223fz,32312117973_1,"Расходные материалы (картриджи) для принтера XeroxPh3010/3040/WC3045, картридж XEROX 106R02181. Цвет печати черный.",28.23.25.000,,
223fz,32312799469_1,Клеевой пистолет,25.73.60.190,,
223fz,32212010455_1,,42.22.22.110,,
223fz,32211661364_1,Весы электронные (для проведения лабораторных анализов),28.29.31.115,,
223fz,32211668515_1,Закупка продуктов питания (БАКАЛЕЯ),10.39.17.100,,
223fz,32312672122_1,,22.29.25.000,,
223fz,32312103867_1,Крупа манная,10.61.31.111,,
223fz,32211109307_1,Книга учета,17.23.13.110,,
223fz,32211952147_1,,42.22.22.110,,
223fz,32211279042_1,Молочные продукты питания,10.51.30.111,,
223fz,32312235144_1,Поставка канцелярских товаров и прочих офисных принадлежностей для нужд ГАУ ЦСП РБ им. Баталовой Р.А.,25.99.22.130,,
223fz,32212005807_1,,69.20.10.000,,
223fz,32312036382_1,Скобы для степлера №23/13   оцинкованные,25.99.23.000,,
223fz,32211781551_1,,43.29.19.190,,
223fz,32312482193_1,Папка архивная 100мм,17.23.13.193,,
223fz,32312735141_1,,25.73.10.000,,
223fz,32211661364_1,Измеритель качества воды,26.51.53.120,,
223fz,32312626778_1,Подробные объемы установлены в Технической части документации,71.12.19.100,,
223fz,32312482193_1,Папка архивная А4 50мм,17.23.13.193,,
223fz,32211613769_1,Продукты питания (молочная продукция),10.51.40.100,,
223fz,32312765299_1,Сверло (6*93 мм),25.73.40.111,,
44fz,0308300014222000361_,ВЕДОЛИЗУМАБ,21.20.10.214,,True
44fz,0864500000222001833_,ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ,21.20.10.133,,True
44fz,0373200104122000001_,ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ,21.20.10.133,,True
44fz,0320100031523000016_,ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ,21.20.10.133,,True
44fz,0301300252322000038_,ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ,21.20.10.133,,True
44fz,0350100008223000092_,ЖЕЛЕЗА [III] ГИДРОКСИД ПОЛИМАЛЬТОЗАТ,21.20.10.133,,True
44fz,0322300002123000016_,ПАРАЦЕТАМОЛ,21.20.10.232,,True
44fz,0873200009822007943_,ПАНКРЕАТИН,21.20.10.118,,True
44fz,0321300027622000018_,ПАНКРЕАТИН,21.20.10.118,,True
44fz,0328200001723000174_,"Бета-катенин ИВД, антитела",,21.20.23.110-00006376,
44fz,0322300007023000317_,Смеситель водоразборный,,28.14.12.110-00000024,
44fz,0358300180322000030_,Замена шестеренки - Копировально-множительные аппараты (КМА),95.11.10.120,,
44fz,0373100056622000647_,Средства для дезодорирования и ароматизации воздуха в помещениях,,20.41.41.000-00000012,
44fz,0318200032423000076_,Определение концентрационной способности почек по Зимницкому (ручной метод),86.90.15.000,,
44fz,0828600001922000042_,Топливо дизельное межсезонное экологического класса не ниже К5 (розничная поставка),,19.20.21.345-00002,
44fz,0358100012123000019_,Замена тормозной площадки,95.11.10.190,,
44fz,0358300180322000051_,Муфта Konica-Minolta bizhub C227/C287/227/287/367 (A7AHM20401/A7AHM20400)   (Konica Minolta bizhub C227),95.11.10.120,,
44fz,0331100004423000271_,Восстановление Brother Tn-1095,95.11.10.190,,
44fz,0129100005622000009_,"Оказание услуг по заправке картриджей для копировальной множительной техники, многофункциональных устройств и принтеров для нужд районных (городских) судов Волгоградской области, Волгоградского гарнизонного военного суда (Toshiba T-1810E)",95.11.10.130,,
44fz,0852500000123001369_,"Техническое обслуживание анализатора автоматического фотометрического ChemWell, с принадлежностями",33.13.12.000,,
44fz,0873500000822004548_,Конверт почтовый бумажный,,17.23.12.110-00000003,
44fz,0373100009922000119_,Работы по противопожарной защите,43.29.11.140,,
44fz,0334100000123000076_,Папка пластиковая,,22.29.25.000-00000008,
44fz,0174500001122002518_,Диагностика неисправности МФУ Xerox WorkCentre 5022,95.11.10.190,,
44fz,0338300012023000008_,салфетки универсальные,13.95.10.112,,
44fz,0372200106022000113_,Оказание услуг по техническому обслуживанию сетей внутреннего противопожарного водопровода в 2024 г.,84.25.11.120,,
44fz,0304200005523000010_,Швабра с тряпкой,32.99.59.000,,
44fz,0860200000823007363_,Ремонт картриджа CANON 039H,95.11.10.190,,
44fz,0330100003123000015_,Поставка наборов запаховых имитаторов наркотических средств (учебный реквизит) для дрессировки и тренировки служебных собак в соответствии с техническим заданием.,20.59.59.900,,
